Player,Pos,Team,Entries,Carries,Carry-in%.entries,Passes,Pass%.entries,Dump-ins,Recovered Dump-ins,Left,Center,Right,Fail,5v5 TOI,Entries/60,Carries/60,Passes/60,Recoveries,Targets,Carry-in,Dump-in,Break-up,Shots off Entries,Passes Allowed,Carry-in%.entry_defense,Break-up%,Pass%.entry_defense,Carry Denial,Pass Denial,Break-up?,Touches,Exits,Possession Exits,Exit%,Possession Exit%,Fail%,Assists,Carry,Pass,Dump,Clear,Fail.exits,Assisted Passes,Assisted Carries,Assisted Turnovers,Icing,Left.exits,Center.exits,Right.exits,5v5 TOI.exits,Touches/60,Exits/60,Possession/60,Fail/60,Assists/60,#,5v5 TOI.forechecking,Applied Pressure,Turnovers Forced,Clears Forced,Pressures/60,Disruptions/60,#.shots,Shots,On Goal,Missed,Chances,Deflection,One-timer,Rebounds,Wrist,Slapshot,Wraparound,Backhand,Passes.shots,A1,A2,A3,Solo Shots,5v5 TOI.shots,Shots/60,Chances/60,Passes/60.shots,A1/60,Contributions/60,PSC/60,Stretch Passes,Home Plate,Low-to-High,Behind Net,High Danger,Home Plate/60,L2H/60,BTN/60,HD/60,One-timer/60
Ryan Spooner,LW,NYR,26,15,57.7%,6,23.1%,11,4,14,6,11,5,124.37,12.54,7.24,2.89,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,24,15,75.0%,46.9%,18.8%,1,8,7,2,7,6,0,1,0,1,16,6,10,124.37,15.44,11.58,7.24,2.89,0.482,23,124.37,13,4,3,6.27,3.38,23,16,11,5,5,1,2,0,11,1,0,0,21,13,4,4,4,124.37,7.72,2.41,10.13,6.27,17.85,13.99,0,0,6,0,0,0,2.89,0,0,0.96
Jimmy Vesey,RW,NYR,41,17,41.5%,6,14.6%,24,8,22,12,10,3,168.65,14.59,6.05,2.13,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,37,21,78.7%,44.7%,17.0%,2,6,15,2,14,8,1,1,0,2,30,6,11,168.65,16.72,13.16,7.47,2.85,0.712,26,168.65,28,9,6,9.96,5.34,26,32,18,14,16,3,1,1,18,1,1,6,39,31,7,1,12,168.65,11.38,5.69,13.87,11.03,25.26,22.41,0,1,14,2,3,0.36,4.98,0.71,1.07,2.85
Frederik Claesson,D,NYR,8,3,37.5%,1,12.5%,5,0,3,1,4,0,53.07,9.04,3.39,1.13,0,74,50,20,4,34,21,67.60%,5.40%,28.40%,0.631,1.295,-1.193,15,12,5,80.0%,33.3%,20.0%,3,3,2,5,2,3,2,1,2,0,10,4,1,53.07,16.96,13.57,5.65,3.39,3.392,33,53.07,3,2,4,3.39,6.78,33,10,3,7,0,0,1,0,5,4,0,0,4,1,1,2,2,53.07,11.31,0,4.52,1.13,15.83,12.44,0,0,0,0,0,0,0,0,0,0
Mats Zuccarello,LW,NYR,60,27,45.0%,7,11.7%,33,11,24,9,31,4,175.3,20.54,9.24,2.4,3.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,42,23,80.8%,44.2%,19.2%,4,10,13,9,10,10,4,0,1,0,14,4,34,175.3,17.8,14.38,7.87,3.42,1.369,36,175.3,18,9,8,6.16,5.82,36,25,16,9,12,4,3,2,15,0,0,1,34,25,8,1,6,175.3,8.56,4.11,11.64,8.56,20.19,17.11,3,2,9,1,3,0.68,3.08,0.34,1.03,1.03
Brendan Smith,D,NYR,15,4,26.7%,2,13.3%,11,0,12,2,3,2,198.23,4.54,1.21,0.61,0,81,41,25,15,28,19,50.60%,18.50%,23.50%,-1.599,0.214,2.248,92,60,19,65.2%,20.7%,29.3%,13,4,15,13,28,27,9,4,3,5,51,4,37,198.23,27.85,18.16,5.75,8.17,3.935,42,198.23,5,0,19,1.51,5.75,42,26,12,14,2,1,2,0,17,5,0,1,23,16,7,0,10,198.23,7.87,0.61,6.96,4.84,14.83,12.71,1,0,1,0,0,0,0.3,0,0,0.3
Neal Pionk,D,NYR,41,10,24.4%,3,7.3%,31,0,10,6,25,0,186.2,13.21,3.22,0.97,0,187,130,47,10,88,39,69.50%,5.30%,20.90%,0.887,-0.358,-1.208,93,64,22,68.8%,23.7%,22.6%,7,8,14,11,31,21,2,5,3,8,18,6,69,186.2,29.97,20.62,7.09,6.77,2.256,44,186.2,4,1,20,1.29,6.77,44,28,9,19,2,0,3,0,19,5,0,1,17,10,7,0,8,186.2,9.02,0.64,5.48,3.22,14.5,12.24,1,0,0,0,0,0,0,0,0,0
Adam McQuaid,D,NYR,10,0,0.0%,0,0.0%,10,0,1,0,9,0,111.32,5.39,0,0,0,82,54,22,6,43,19,65.90%,7.30%,23.20%,0.405,0.151,-0.692,42,26,8,61.9%,19.0%,26.2%,5,2,6,8,10,11,3,2,4,5,6,7,29,111.32,22.64,14.01,4.31,5.93,2.695,54,111.32,8,2,5,4.31,3.77,54,13,2,11,0,0,3,0,6,4,0,0,9,6,3,0,3,111.32,7.01,0,4.85,3.23,11.86,10.24,1,0,0,0,0,0,0,0,0,0.54
Filip Chytil,C,NYR,46,32,69.6%,5,10.9%,14,7,23,9,18,4,145.8,18.93,13.17,2.06,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,29,22,69.0%,52.4%,31.0%,5,13,9,2,5,13,1,4,0,0,20,7,15,145.8,17.28,11.93,9.05,5.35,2.058,72,145.8,24,15,14,9.88,11.93,72,34,16,18,11,0,0,3,26,0,1,4,31,21,8,2,12,145.8,13.99,4.53,12.76,8.64,26.75,22.63,2,0,6,7,7,0,2.47,2.88,2.88,2.06
Brady Skjei,D,NYR,40,17,42.5%,3,7.5%,23,0,28,7,9,4,240.87,9.96,4.23,0.75,0,203,145,46,12,108,44,71.40%,5.90%,21.70%,1.139,-0.178,-1.061,108,74,43,68.5%,39.8%,26.9%,18,19,24,11,20,29,12,6,4,5,56,20,32,240.87,26.9,18.43,10.71,7.22,4.484,76,240.87,11,2,23,2.74,6.23,76,34,12,22,2,0,7,0,25,2,0,0,30,18,8,4,9,240.87,8.47,0.5,7.47,4.48,15.94,12.95,0,2,1,1,3,0.5,0.25,0.25,0.75,0.75
Tony DeAngelo,D,NYR,8,5,62.5%,2,25.0%,3,1,3,0,5,0,76.3,6.29,3.93,1.57,0.79,99,73,22,4,59,29,73.70%,4.00%,29.30%,1.442,1.496,-1.552,37,26,11,70.3%,29.7%,27.0%,0,2,9,6,9,10,0,0,0,1,7,9,21,76.3,29.1,20.45,8.65,7.86,0.000,77,76.3,2,0,7,1.57,5.5,77,9,6,3,0,0,0,0,7,1,0,1,9,6,3,0,3,76.3,7.08,0,7.08,4.72,14.15,11.8,1,0,0,0,0,0,0,0,0,0.79
Pavel Buchnevich,RW,NYR,33,19,57.6%,8,24.2%,14,5,8,10,21,6,120.23,16.47,9.48,3.99,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,25,16,86.2%,55.2%,6.9%,4,9,7,3,6,2,3,1,0,2,10,7,12,120.23,14.47,12.48,7.98,1,1.996,89,120.23,25,11,3,12.48,6.99,89,15,9,6,7,3,0,2,8,0,0,2,28,15,10,3,4,120.23,7.49,3.49,13.97,7.49,21.46,14.97,1,3,2,5,8,1.5,1,2.5,3.99,1.5
Vladislav Namestnikov,LW,NYR,32,16,50.0%,11,34.4%,16,7,17,7,13,5,133.95,14.33,7.17,4.93,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,34,24,87.2%,61.5%,12.8%,2,12,12,4,6,5,0,2,1,0,25,5,9,133.95,17.47,15.23,10.75,2.24,0.896,90,133.95,23,11,7,10.3,8.06,90,19,14,5,8,2,1,1,13,1,0,1,24,17,6,1,2,133.95,8.51,3.58,10.75,7.61,19.26,16.13,0,1,5,0,1,0.45,2.24,0,0.45,1.34
Mika Zibanejad,C,NYR,49,31,63.3%,6,12.2%,18,9,21,10,26,8,185.93,15.81,10,1.94,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,51,22,87.9%,37.9%,12.1%,4,11,11,10,19,7,2,2,0,0,20,9,29,185.93,18.72,16.46,7.1,2.26,1.291,93,185.93,28,12,8,9.04,6.45,93,26,15,11,11,1,2,2,16,1,0,4,42,28,11,3,11,185.93,8.39,3.55,13.55,9.04,21.94,17.43,0,1,11,3,4,0.32,3.55,0.97,1.29,1.94
Vinni Lettieri,RW,NYR,24,6,25.0%,0,0.0%,18,5,12,3,9,0,81.15,17.74,4.44,0,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,19,9,76.0%,36.0%,20.0%,2,6,3,2,8,5,1,1,0,1,7,1,17,81.15,18.48,14.05,6.65,3.7,1.479,95,81.15,12,4,4,8.87,5.91,95,16,9,7,5,1,6,1,7,0,0,1,14,11,2,1,4,81.15,11.83,3.7,10.35,8.13,22.18,19.96,1,0,3,0,0,0,2.22,0,0,0
Radko Gudas,D,PHI,48,7,14.6%,2,4.2%,41,1,5,6,39,2,389.45,7.4,1.08,0.31,0.15,237,142,64,31,110,54,59.90%,13.10%,22.80%,-0.376,0.066,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,389.45,29,8,12,4.47,3.08,3,125,46,79,3,0,10,1,102,13,0,0,59,21,24,14,35,389.45,19.26,0.46,9.09,3.24,28.35,22.49,7,0,0,0,0,1.08,0,0,0,0.15
Travis Sanheim,D,PHI,78,41,52.6%,16,20.5%,37,1,46,13,20,1,444.35,10.53,5.54,2.16,0.14,284,202,62,20,148,62,71.10%,7.00%,21.80%,1.099,-0.144,-0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,444.35,18,4,6,2.43,1.35,6,89,34,55,10,1,15,2,64,5,0,2,90,51,24,15,18,444.35,12.02,1.35,12.15,6.89,24.17,18.9,3,2,3,0,2,0.41,0.27,0.41,0,0.68
Robert Hagg,D,PHI,59,19,32.2%,1,1.7%,40,0,39,4,18,2,442.93,7.99,2.57,0.14,0,288,210,66,12,167,82,72.90%,4.20%,28.50%,1.334,1.316,-1.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,442.93,26,5,14,3.52,2.57,8,94,42,52,9,0,18,1,66,7,0,2,49,20,18,11,12,442.93,12.73,1.22,6.64,2.71,19.37,15.44,1,0,0,0,0,0.14,0,0,0,0.81
Ivan Provorov,D,PHI,76,31,40.8%,13,17.1%,45,1,56,15,14,9,537.65,8.48,3.46,1.45,0.11,312,200,91,21,166,87,64.10%,6.70%,27.90%,0.175,1.187,-0.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,537.65,16,3,6,1.79,1,9,103,41,62,13,1,22,0,70,6,1,3,86,37,37,12,13,537.65,11.49,1.45,9.6,4.13,21.09,15.62,5,1,3,1,2,0.56,0.11,0.33,0.11,0.45
Corban Knight,RW,PHI,6,0,0.0%,0,0.0%,6,0,4,0,2,0,17.45,20.63,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,1,1,1,0,0,1,0,0,0,4,3,0,1,1,17.45,6.88,3.44,13.75,10.32,20.63,17.19,0,0,1,1,1,0,0,3.44,3.44,3.44
Travis Konecny,RW,PHI,177,111,62.7%,38,21.5%,66,16,41,34,117,16,378.42,28.06,17.6,6.03,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,378.42,53,26,17,8.4,6.82,11,81,59,22,41,9,2,4,58,3,0,5,140,85,39,16,25,378.42,12.84,6.5,22.2,13.48,35.04,26.32,0,6,33,9,15,0,0.95,5.23,1.43,3.33
Michael Raffl,RW,PHI,98,50,51.0%,12,12.2%,48,8,37,12,58,9,188.33,31.22,15.93,3.82,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,188.33,40,21,13,12.74,10.83,12,33,21,12,20,4,7,3,16,2,0,1,55,27,24,4,11,188.33,10.51,6.37,17.52,8.6,28.04,19.12,1,2,9,4,6,0.32,0.64,2.87,1.27,0.96
Sean Couturier,C,PHI,153,83,54.2%,45,29.4%,70,13,72,35,67,21,420.05,21.85,11.86,6.43,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,420.05,79,33,22,11.28,7.86,14,83,49,34,36,8,8,8,54,3,0,2,155,83,54,18,18,420.05,11.86,5.14,22.14,11.86,34,23.71,1,5,24,5,10,0.14,0.71,3.43,0.71,1.43
Jori Lehtera,C,PHI,44,19,43.2%,9,20.5%,25,5,16,12,19,3,140.48,18.79,8.12,3.84,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,140.48,23,9,8,9.82,7.26,15,14,9,5,5,0,2,0,9,0,0,3,34,22,9,3,5,140.48,5.98,2.14,14.52,9.4,20.5,15.38,1,2,9,1,3,0.43,0.85,3.84,0.43,1.28
Wayne Simmonds,RW,PHI,136,62,45.6%,23,16.9%,74,17,58,24,69,15,362.15,22.53,10.27,3.81,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,362.15,62,24,21,10.27,7.46,17,68,43,25,35,4,2,9,39,5,0,8,91,51,31,9,26,362.15,11.27,5.8,15.08,8.45,26.34,19.72,0,1,24,3,4,0,0.17,3.98,0.5,3.15
Nolan Patrick,C,PHI,77,47,61.0%,20,26.0%,30,12,33,19,30,5,258.28,17.89,10.92,4.65,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,258.28,43,13,16,9.99,6.74,19,44,25,19,25,6,3,6,25,2,0,2,78,46,27,5,14,258.28,10.22,5.81,18.12,10.69,28.34,20.91,2,1,21,4,5,0.46,0.23,4.88,0.93,2.09
Scott Laughton,LW,PHI,99,47,47.5%,22,22.2%,52,16,55,16,40,12,301.35,19.71,9.36,4.38,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,301.35,53,20,13,10.55,6.57,21,50,26,24,23,3,9,5,30,1,0,2,86,53,23,10,15,301.35,9.96,4.58,17.12,10.55,27.08,20.51,1,2,24,6,8,0.2,0.4,4.78,1.19,2.19
Dale Weise,RW,PHI,93,52,55.9%,17,18.3%,41,10,45,19,40,11,261.28,21.36,11.94,3.9,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,261.28,53,18,12,12.17,6.89,22,40,31,9,22,4,6,2,24,0,0,4,62,41,18,3,8,261.28,9.19,5.05,14.24,9.42,23.42,18.6,0,0,10,2,2,0,0,2.3,0.46,1.84
Oskar Lindblom,LW,PHI,96,48,50.0%,19,19.8%,48,16,67,13,24,8,315.3,18.27,9.13,3.62,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,315.3,58,25,18,11.04,8.18,23,46,32,14,21,2,3,6,30,1,0,4,62,38,18,6,13,315.3,8.75,4,11.8,7.23,20.55,15.98,4,4,8,6,10,0.76,0.76,1.52,1.14,2.28
Mikhail Vorobyev,C,PHI,13,2,15.4%,2,15.4%,11,0,4,2,7,0,68.37,11.41,1.76,1.76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,68.37,12,7,1,10.53,7.02,24,4,3,1,2,0,1,0,1,1,0,0,9,4,4,1,2,68.37,3.51,1.76,7.9,3.51,11.41,7.02,1,0,1,0,0,0.88,0,0.88,0,0.88
James van Riemsdyk,LW,PHI,60,25,41.7%,4,6.7%,35,6,31,11,23,5,149.42,24.09,10.04,1.61,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,149.42,33,11,13,13.25,9.64,25,34,17,17,14,2,3,1,24,1,0,3,41,28,12,1,7,149.42,13.65,5.62,16.46,11.24,30.12,24.9,0,1,11,0,1,0,0.4,4.42,0,2.01
Christian Folin,D,PHI,26,2,7.7%,0,0.0%,24,0,3,3,20,0,248,6.29,0.48,0,0,103,73,22,8,65,31,70.90%,7.80%,30.10%,1.066,1.673,-0.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,248,7,3,3,1.69,1.45,26,43,12,31,2,0,11,0,20,10,0,2,25,12,10,3,10,248,10.4,0.48,6.05,2.9,16.45,13.31,2,0,1,0,0,0.48,0,0.24,0,0
Claude Giroux,LW,PHI,161,82,50.9%,41,25.5%,79,22,87,40,44,10,419.35,23.04,11.73,5.87,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,419.35,65,29,18,9.3,6.72,28,103,63,40,44,9,13,4,67,4,1,5,183,120,50,13,26,419.35,14.74,6.3,26.18,17.17,40.92,31.91,3,6,41,2,8,0.43,0.86,5.87,0.29,3
Jordan Weal,C,PHI,86,62,72.1%,29,33.7%,24,10,30,25,43,12,274.49,18.8,13.55,6.34,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,274.49,36,18,10,7.87,6.12,40,28,17,11,14,1,5,3,14,2,0,3,109,74,30,5,9,274.49,6.12,3.06,23.83,16.18,29.95,22.3,1,3,32,4,7,0.22,0.66,6.99,0.87,2.84
Phil Varone,C,PHI,22,10,45.5%,5,22.7%,12,5,13,5,5,1,48.42,27.26,12.39,6.2,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,48.42,9,6,1,11.15,8.67,44,11,7,4,5,0,1,2,7,0,0,1,18,11,5,2,5,48.42,13.63,6.2,22.3,13.63,35.94,27.26,0,0,2,1,1,0,0,2.48,1.24,1.24
Andrew Macdonald,D,PHI,21,5,23.8%,1,4.8%,16,0,12,1,8,0,189.4,6.65,1.58,0.32,0,142,104,32,6,62,33,73.20%,4.20%,23.20%,1.377,0.166,-1.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,189.4,11,4,3,3.48,2.22,47,49,19,30,2,0,6,0,23,20,0,0,29,18,9,2,5,189.4,15.52,0.63,9.19,5.7,24.71,21.22,2,0,3,0,0,0.63,0,0.95,0,0.63
Shayne Gostisbehere,D,PHI,89,43,48.3%,19,21.3%,46,0,39,31,28,9,447.01,11.95,5.77,2.55,0,232,132,65,35,100,42,56.90%,15.10%,18.10%,-0.773,-0.963,1.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,447.01,20,5,11,2.68,2.15,53,109,45,64,7,0,21,0,66,21,0,1,106,61,30,15,26,447.01,14.63,0.94,14.23,8.19,28.86,22.82,3,0,0,0,0,0.4,0,0,0,0
Nicolas Aube-Kubel,RW,PHI,18,8,44.4%,2,11.1%,10,2,7,2,9,0,49.87,21.66,9.63,2.41,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,9,5,4,3,0,0,1,8,0,0,0,6,4,1,1,2,49.87,10.83,3.61,7.22,4.81,18.05,15.64,2,1,1,0,1,2.41,1.2,1.2,0,2.41
Jakub Voracek,RW,PHI,205,128,62.4%,45,22.0%,77,25,60,40,123,18,390.54,31.49,19.67,6.91,3.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,390.54,49,17,20,7.53,5.68,93,81,41,40,31,1,16,0,55,4,2,3,155,107,30,18,20,390.54,12.44,4.76,23.81,16.44,36.26,28.88,1,10,31,8,18,0.15,1.54,4.76,1.23,2.61
Chad Ruhwedel,D,PIT,3,1,33.3%,0,0.0%,2,0,1,0,2,0,59.67,3.02,1.01,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,11,5,61.1%,27.8%,27.8%,4,1,4,1,5,5,2,2,0,2,2,2,14,59.67,18.1,11.06,5.03,5.03,4.022,NA,NA,NA,NA,NA,NA,NA,2,7,1,6,0,0,1,0,4,2,0,0,3,1,2,0,3,59.67,7.04,0,3.02,1.01,10.06,8.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Olli Maatta,D,PIT,13,5,38.5%,2,15.4%,8,0,8,2,3,0,165.17,4.72,1.82,0.73,0,144,109,28,7,64,32,75.70%,4.90%,22.20%,1.7,-0.058,-1.336,83,52,20,62.7%,24.1%,27.7%,15,2,18,10,22,23,11,4,10,8,62,8,13,165.17,30.15,18.89,7.27,8.36,5.449,NA,NA,NA,NA,NA,NA,NA,3,26,7,19,1,0,5,1,19,1,0,0,19,8,4,7,4,165.17,9.44,0.36,6.9,2.91,16.35,12.35,4,0,0,0,0,0,0,0,0,0
Justin Schultz,D,PIT,9,0,0.0%,0,0.0%,9,0,3,0,6,0,48.88,11.05,0,0,0,55,43,9,3,24,14,78.20%,5.50%,25.50%,2.027,0.653,-1.18,15,9,2,60.0%,13.3%,33.3%,0,0,2,4,3,5,0,0,5,1,4,2,9,48.88,18.41,11.05,2.45,6.14,0.000,NA,NA,NA,NA,NA,NA,NA,4,3,3,0,0,0,1,0,1,1,0,0,9,6,2,1,0,48.88,3.68,0,11.05,7.36,14.73,11.05,0,0,0,0,0,0,0,0,0,2.45
Jamie Oleksiak,D,PIT,13,6,46.2%,2,15.4%,7,2,5,0,8,0,161.47,4.83,2.23,0.74,0.74,95,52,25,18,32,16,54.70%,18.90%,16.80%,-1.057,-1.24,2.361,71,48,19,67.6%,26.8%,22.5%,6,5,14,8,21,16,4,2,8,7,45,3,23,161.47,26.38,17.84,7.06,5.95,2.230,NA,NA,NA,NA,NA,NA,NA,6,27,13,14,4,1,5,0,14,6,0,1,17,7,8,2,4,161.47,10.03,1.49,6.32,2.6,16.35,12.63,2,0,1,1,1,0,0.37,0.37,0.37,0.37
Matt Cullen,LW,PIT,29,10,34.5%,5,17.2%,19,6,12,9,10,2,114.05,15.26,5.26,2.63,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,22,12,81.5%,44.4%,14.8%,2,7,5,4,6,4,1,1,1,1,17,3,7,114.05,14.2,11.57,6.31,2.1,1.052,NA,NA,NA,NA,NA,NA,NA,7,14,11,3,5,3,2,0,7,2,0,0,28,19,5,4,5,114.05,7.37,2.63,14.73,10,22.1,17.36,0,1,4,2,3,0.53,2.1,1.05,1.58,2.1
Brian Dumoulin,D,PIT,24,10,41.7%,2,8.3%,14,0,16,2,6,0,201.62,7.14,2.98,0.6,0,219,155,41,23,110,60,70.80%,10.50%,27.40%,1.053,1.079,0.144,80,55,23,68.8%,28.8%,26.3%,16,1,22,13,19,21,13,3,3,4,52,12,16,201.62,23.81,16.37,6.84,6.25,4.761,NA,NA,NA,NA,NA,NA,NA,8,29,6,23,1,0,4,0,22,3,0,0,30,15,9,6,2,201.62,8.63,0.3,8.93,4.46,17.56,13.09,3,0,1,0,0,0,0.3,0,0,0.3
Dominik Simon,LW,PIT,37,22,59.5%,7,18.9%,15,2,13,2,25,3,116.35,19.08,11.35,3.61,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,24,15,75.0%,46.9%,12.5%,3,6,9,2,7,4,3,0,1,4,18,5,9,116.35,16.5,12.38,7.74,2.06,1.547,NA,NA,NA,NA,NA,NA,NA,12,13,10,3,5,0,0,2,8,2,0,1,28,18,10,0,7,116.35,6.7,2.58,14.44,9.28,21.14,15.99,0,0,3,3,3,0,1.55,1.55,1.55,3.61
Riley Sheahan,C,PIT,41,17,41.5%,5,12.2%,24,5,21,4,20,4,121.58,20.23,8.39,2.47,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,22,11,84.6%,42.3%,11.5%,5,6,5,3,8,3,3,2,0,1,11,2,13,121.58,12.83,10.86,5.43,1.48,2.468,NA,NA,NA,NA,NA,NA,NA,15,22,11,11,10,1,4,3,12,0,0,2,17,9,5,3,10,121.58,10.86,4.94,8.39,4.44,19.25,15.3,0,0,3,1,1,0,1.48,0.49,0.49,0
Bryan Rust,RW,PIT,52,26,50.0%,9,17.3%,26,3,24,5,26,3,142.3,21.93,10.96,3.79,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,35,20,85.4%,48.8%,9.8%,1,14,6,2,13,4,0,1,0,2,15,2,24,142.3,17.29,14.76,8.43,1.69,0.422,NA,NA,NA,NA,NA,NA,NA,17,21,14,7,10,0,3,1,12,1,1,3,26,19,5,2,8,142.3,8.85,4.22,10.96,8.01,19.82,16.87,0,3,7,1,4,1.26,2.95,0.42,1.69,2.11
